gene,in_ST,in_scRNA,exact_overlap,case_insensitive_overlap,used_for_formal_overlap
AC007040.1,True,False,False,False,False
AC007040.2,True,False,False,False,False
AC007064.2,True,False,False,False,False
AC007091.1,True,False,False,False,False
AC007099.1,True,False,False,False,False
AC007099.2,True,False,False,False,False
AC007100.1,True,False,False,False,False
AC007106.1,True,False,False,False,False
AC007114.1,True,False,False,False,False
AC007114.2,True,False,False,False,False
AC007126.1,True,False,False,False,False
AC007128.1,True,False,False,False,False
AC007128.2,True,False,False,False,False
AC007159.1,True,False,False,False,False
AC007163.1,True,False,False,False,False
AC007179.1,True,False,False,False,False
AC007179.2,True,False,False,False,False
AC007182.1,True,False,False,False,False
AC007192.1,True,False,False,False,False
AC007192.2,True,False,False,False,False
AC007193.1,True,False,False,False,False
AC007193.2,True,False,False,False,False
AC007193.3,True,False,False,False,False
AC007207.2,True,False,False,False,False
AC007216.1,True,False,False,False,False
AC007216.2,True,False,False,False,False
AC007216.4,True,False,False,False,False
AC007218.1,True,False,False,False,False
AC007218.2,True,False,False,False,False
AC007220.1,True,False,False,False,False
AC007221.1,True,False,False,False,False
AC007221.2,True,False,False,False,False
AC007228.2,True,False,False,False,False
AC007240.1,True,False,False,False,False
AC007249.1,True,False,False,False,False
AC007249.2,True,False,False,False,False
AC007250.1,True,False,False,False,False
AC007255.1,True,False,False,False,False
AC007262.2,True,False,False,False,False
AC007271.1,True,False,False,False,False
AC007272.1,True,False,False,False,False
AC007277.1,True,False,False,False,False
AC007285.1,True,False,False,False,False
AC007285.2,True,False,False,False,False
AC007292.1,True,False,False,False,False
AC007292.2,True,False,False,False,False
AC007292.3,True,False,False,False,False
AC007298.1,True,False,False,False,False
AC007298.2,True,False,False,False,False
AC007308.1,True,False,False,False,False
AC007314.1,True,False,False,False,False
AC007319.1,True,False,False,False,False
AC007325.1,True,False,False,False,False
AC007325.2,True,False,False,False,False
AC007325.4,True,False,False,False,False
AC007326.2,True,False,False,False,False
AC007326.4,True,False,False,False,False
AC007327.2,True,False,False,False,False
AC007333.1,True,False,False,False,False
AC007333.2,True,False,False,False,False
AC007336.1,True,False,False,False,False
AC007336.2,True,False,False,False,False
AC007342.4,True,False,False,False,False
AC007342.5,True,False,False,False,False
AC007344.1,True,False,False,False,False
AC007347.1,True,False,False,False,False
AC007349.1,True,False,False,False,False
AC007349.2,True,False,False,False,False
AC007349.3,True,False,False,False,False
AC007349.4,True,False,False,False,False
AC007359.1,True,False,False,False,False
AC007362.1,True,False,False,False,False
AC007364.1,True,False,False,False,False
AC007365.1,True,False,False,False,False
AC007368.2,True,False,False,False,False
AC007370.1,True,False,False,False,False
AC007370.2,True,False,False,False,False
AC007375.2,True,False,False,False,False
AC007375.3,True,False,False,False,False
AC007376.2,True,False,False,False,False
AC007378.1,True,False,False,False,False
AC007381.1,True,False,False,False,False
AC007383.2,True,False,False,False,False
AC007383.3,True,False,False,False,False
AC007384.1,True,False,False,False,False
AC007388.1,True,False,False,False,False
AC007389.3,True,False,False,False,False
AC007389.5,True,False,False,False,False
AC007391.1,True,False,False,False,False
AC007402.1,True,False,False,False,False
AC007403.1,True,False,False,False,False
AC007405.1,True,False,False,False,False
AC007405.2,True,False,False,False,False
AC007405.3,True,False,False,False,False
AC007406.1,True,False,False,False,False
AC007406.3,True,False,False,False,False
AC007406.4,True,False,False,False,False
AC007422.1,True,False,False,False,False
AC007422.2,True,False,False,False,False
AC007423.1,True,False,False,False,False
AC007431.1,True,False,False,False,False
AC007431.2,True,False,False,False,False
AC007448.2,True,False,False,False,False
AC007448.3,True,False,False,False,False
AC007450.1,True,False,False,False,False
AC007463.1,True,False,False,False,False
AC007485.1,True,False,False,False,False
AC007491.1,True,False,False,False,False
AC007493.1,True,False,False,False,False
AC007493.2,True,False,False,False,False
AC007494.2,True,False,False,False,False
AC007495.1,True,False,False,False,False
AC007495.2,True,False,False,False,False
AC007496.1,True,False,False,False,False
AC007496.2,True,False,False,False,False
AC007513.1,True,False,False,False,False
AC007527.2,True,False,False,False,False
AC007529.1,True,False,False,False,False
AC007529.2,True,False,False,False,False
AC007533.1,True,False,False,False,False
AC007540.1,True,False,False,False,False
AC007541.1,True,False,False,False,False
AC007552.2,True,False,False,False,False
AC007556.1,True,False,False,False,False
AC007557.1,True,False,False,False,False
AC007557.2,True,False,False,False,False
AC007557.3,True,False,False,False,False
AC007557.4,True,False,False,False,False
AC007563.1,True,False,False,False,False
AC007563.2,True,False,False,False,False
AC007566.1,True,False,False,False,False
AC007569.1,True,False,False,False,False
AC007570.1,True,False,False,False,False
AC007595.1,True,False,False,False,False
AC007598.2,True,False,False,False,False
AC007601.1,True,False,False,False,False
AC007601.2,True,False,False,False,False
AC007603.1,True,False,False,False,False
AC007608.1,True,False,False,False,False
AC007608.2,True,False,False,False,False
AC007608.3,True,False,False,False,False
AC007610.1,True,False,False,False,False
AC007610.2,True,False,False,False,False
AC007611.1,True,False,False,False,False
AC007613.1,True,False,False,False,False
AC007614.1,True,False,False,False,False
AC007619.1,True,False,False,False,False
AC007620.2,True,False,False,False,False
AC007620.3,True,False,False,False,False
AC007622.2,True,False,False,False,False
AC007631.1,True,False,False,False,False
AC007638.1,True,False,False,False,False
AC007638.2,True,False,False,False,False
AC007639.1,True,False,False,False,False
AC007652.1,True,False,False,False,False
AC007655.1,True,False,False,False,False
AC007656.1,True,False,False,False,False
AC007663.2,True,False,False,False,False
AC007663.3,True,False,False,False,False
AC007666.1,True,False,False,False,False
AC007673.1,True,False,False,False,False
AC007679.1,True,False,False,False,False
AC007681.1,True,False,False,False,False
AC007686.2,True,False,False,False,False
AC007686.3,True,False,False,False,False
AC007687.1,True,False,False,False,False
AC007688.2,True,False,False,False,False
AC007728.1,True,False,False,False,False
AC007728.2,True,False,False,False,False
AC007731.1,True,False,False,False,False
AC007731.3,True,False,False,False,False
AC007731.4,True,False,False,False,False
AC007731.5,True,False,False,False,False
AC007743.1,True,False,False,False,False
AC007749.1,True,False,False,False,False
AC007750.1,True,False,False,False,False
AC007773.1,True,False,False,False,False
AC007785.1,True,False,False,False,False
AC007785.3,True,False,False,False,False
AC007786.1,True,False,False,False,False
AC007786.2,True,False,False,False,False
AC007786.3,True,False,False,False,False
AC007787.1,True,False,False,False,False
AC007795.1,True,False,False,False,False
AC007823.1,True,False,False,False,False
AC007834.1,True,False,False,False,False
AC007846.1,True,False,False,False,False
AC007846.2,True,False,False,False,False
AC007848.1,True,False,False,False,False
AC007848.2,True,False,False,False,False
AC007861.1,True,False,False,False,False
AC007861.2,True,False,False,False,False
AC007876.1,True,False,False,False,False
AC007878.1,True,False,False,False,False
AC007879.1,True,False,False,False,False
AC007879.2,True,False,False,False,False
AC007879.3,True,False,False,False,False
AC007879.4,True,False,False,False,False
AC007881.2,True,False,False,False,False
AC007881.3,True,False,False,False,False
AC007906.2,True,False,False,False,False
AC007907.1,True,False,False,False,False
AC007920.1,True,False,False,False,False
AC007920.2,True,False,False,False,False
AC007922.1,True,False,False,False,False
AC007922.3,True,False,False,False,False
AC007923.1,True,False,False,False,False
AC007923.4,True,False,False,False,False
AC007938.1,True,False,False,False,False
AC007938.2,True,False,False,False,False
AC007938.3,True,False,False,False,False
AC007948.1,True,False,False,False,False
AC007950.1,True,False,False,False,False
AC007950.2,True,False,False,False,False
AC007952.1,True,False,False,False,False
AC007952.3,True,False,False,False,False
AC007952.4,True,False,False,False,False
AC007952.5,True,False,False,False,False
AC007952.6,True,False,False,False,False
AC007952.7,True,False,False,False,False
AC007952.8,True,False,False,False,False
AC007953.1,True,False,False,False,False
AC007953.2,True,False,False,False,False
AC007966.1,True,False,False,False,False
AC007991.3,True,False,False,False,False
AC007991.4,True,False,False,False,False
AC007993.2,True,False,False,False,False
AC007993.3,True,False,False,False,False
AC007998.2,True,False,False,False,False
AC007998.3,True,False,False,False,False
AC007998.4,True,False,False,False,False
AC008011.2,True,False,False,False,False
AC008014.1,True,False,False,False,False
AC008033.3,True,False,False,False,False
AC008035.1,True,False,False,False,False
AC008040.1,True,False,False,False,False
AC008040.5,True,False,False,False,False
AC008050.1,True,False,False,False,False
AC008056.1,True,False,False,False,False
AC008056.2,True,False,False,False,False
AC008060.1,True,False,False,False,False
AC008060.2,True,False,False,False,False
AC008060.3,True,False,False,False,False
AC008063.1,True,False,False,False,False
AC008063.2,True,False,False,False,False
AC008067.1,True,False,False,False,False
AC008073.1,True,False,False,False,False
AC008073.2,True,False,False,False,False
AC008073.3,True,False,False,False,False
AC008074.1,True,False,False,False,False
AC008074.3,True,False,False,False,False
AC008079.1,True,False,False,False,False
AC008079.2,True,False,False,False,False
AC008080.1,True,False,False,False,False
AC008080.2,True,False,False,False,False
AC008080.3,True,False,False,False,False
AC008080.4,True,False,False,False,False
AC008083.1,True,False,False,False,False
AC008083.2,True,False,False,False,False
AC008083.3,True,False,False,False,False
AC008105.1,True,False,False,False,False
AC008105.3,True,False,False,False,False
AC008109.1,True,False,False,False,False
AC008114.1,True,False,False,False,False
AC008115.1,True,False,False,False,False
AC008115.2,True,False,False,False,False
AC008115.4,True,False,False,False,False
AC008121.2,True,False,False,False,False
AC008121.3,True,False,False,False,False
AC008124.1,True,False,False,False,False
AC008125.1,True,False,False,False,False
AC008127.1,True,False,False,False,False
AC008133.1,True,False,False,False,False
AC008147.1,True,False,False,False,False
AC008149.1,True,False,False,False,False
AC008154.1,True,False,False,False,False
AC008154.2,True,False,False,False,False
AC008162.2,True,False,False,False,False
AC008164.1,True,False,False,False,False
AC008175.1,True,False,False,False,False
AC008243.1,True,False,False,False,False
AC008250.1,True,False,False,False,False
AC008264.2,True,False,False,False,False
AC008267.5,True,False,False,False,False
AC008268.1,True,False,False,False,False
AC008269.1,True,False,False,False,False
AC008269.2,True,False,False,False,False
AC008277.1,True,False,False,False,False
AC008278.1,True,False,False,False,False
AC008278.2,True,False,False,False,False
AC008280.3,True,False,False,False,False
AC008378.1,True,False,False,False,False
AC008392.1,True,False,False,False,False
AC008393.1,True,False,False,False,False
AC008397.1,True,False,False,False,False
AC008397.2,True,False,False,False,False
AC008403.1,True,False,False,False,False
AC008403.2,True,False,False,False,False
AC008403.3,True,False,False,False,False
AC008406.1,True,False,False,False,False
AC008406.2,True,False,False,False,False
AC008406.3,True,False,False,False,False
AC008413.2,True,False,False,False,False
AC008415.1,True,False,False,False,False
AC008429.1,True,False,False,False,False
AC008429.3,True,False,False,False,False
AC008434.1,True,False,False,False,False
AC008438.1,True,False,False,False,False
AC008438.2,True,False,False,False,False
AC008440.1,True,False,False,False,False
AC008440.2,True,False,False,False,False
AC008440.3,True,False,False,False,False
AC008443.2,True,False,False,False,False
AC008443.3,True,False,False,False,False
