record_id	asset_class	relative_path	filename	file_extension	byte_size	sha1	release_status	redistribution_class	formal_role	linked_figure_or_analysis	source_or_generator	notes
T4H-0054	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/build_cytospace_output_from_generic_mapping.py	build_cytospace_output_from_generic_mapping.py	.py	4109	7726657b66bd0e09beac1f7a450af89b1a181e8d	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/build_cytospace_output_from_generic_mapping.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0055	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/build_dataset_provenance_manifest_draft_v0_1.py	build_dataset_provenance_manifest_draft_v0_1.py	.py	48773	c97904e2cbeef017a3ee976b090d7f99c836fe01	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/build_dataset_provenance_manifest_draft_v0_1.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0056	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/build_fig2e_stage3_profile_mask_benchmark.py	build_fig2e_stage3_profile_mask_benchmark.py	.py	20020	541cf2cf4313e740defed595cf95d107fd607ee4	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/build_fig2e_stage3_profile_mask_benchmark.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0057	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/build_highres_fig2c_expression_enrichment.py	build_highres_fig2c_expression_enrichment.py	.py	14955	eda527dca56a179ce216d33701717a75e8c82604	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/build_highres_fig2c_expression_enrichment.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0058	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/build_highres_profile_mask_mapping.py	build_highres_profile_mask_mapping.py	.py	31947	58a230878c37e7d70fc3c0584ba8b6e6a3f2acd1	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/build_highres_profile_mask_mapping.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0059	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/build_human_lung_5loc_three_row_stack.py	build_human_lung_5loc_three_row_stack.py	.py	8508	0b0adb0ff3cc11d9212a1c8b68e3b9d0ba7f433d	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/build_human_lung_5loc_three_row_stack.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0060	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/build_lowres_reference_dropout_source_audit.py	build_lowres_reference_dropout_source_audit.py	.py	57982	f9f49807e17dedeea3d892e74fcbfc751e2cedb2	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/build_lowres_reference_dropout_source_audit.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0061	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/build_masked_scenarios_real_stack.py	build_masked_scenarios_real_stack.py	.py	6516	c14628bcdb069e4b8ce8968ef7784fe82b8ad9eb	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/build_masked_scenarios_real_stack.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0062	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/build_mouse_brain_refined_three_row_stack.py	build_mouse_brain_refined_three_row_stack.py	.py	8586	659afd3966fbc8bbb10743af1d5b3320a56ce8e6	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/build_mouse_brain_refined_three_row_stack.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0063	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/build_real_brca_three_row_stack.py	build_real_brca_three_row_stack.py	.py	8757	0b33ee132715d233943bbdd39a0ae17dcc9c7f57	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/build_real_brca_three_row_stack.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0064	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/build_real_profile_mask_foundation.py	build_real_profile_mask_foundation.py	.py	12055	7c5bebe61ac03798b754025fb8929eadc1105c8a	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/build_real_profile_mask_foundation.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0065	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/build_real_st_profile_mask_sample.py	build_real_st_profile_mask_sample.py	.py	21643	4d3fba61166befee5869d652d4943738f4c00a3f	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/build_real_st_profile_mask_sample.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0066	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/build_simulation_triptych_overview_stack.py	build_simulation_triptych_overview_stack.py	.py	3313	c323ba37f278a894e72a929373b5835fdecc29a9	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/build_simulation_triptych_overview_stack.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0067	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/build_xenium_pseudospots.py	build_xenium_pseudospots.py	.py	13107	b8c646302646439a1e573d164d6b6a13c454b4b9	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/build_xenium_pseudospots.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0068	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/compute_cytospace_fig2c_official_enrichment.R	compute_cytospace_fig2c_official_enrichment.R	.r	6423	2b384da977e9eef70642cf8b9d77698c84653007	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/compute_cytospace_fig2c_official_enrichment.R	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0069	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/compute_cytospace_fig2c_official_enrichment_seurat.R	compute_cytospace_fig2c_official_enrichment_seurat.R	.r	7771	19ee3fd8678e06abcaf225a56d104088c881663f	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/compute_cytospace_fig2c_official_enrichment_seurat.R	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0070	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/compute_fig2c_enrichment_python.py	compute_fig2c_enrichment_python.py	.py	8090	4446d9789a48bb6a928437a450d14b6ff8df38b5	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/compute_fig2c_enrichment_python.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0071	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/compute_real_profile_mask_expression_recovery.py	compute_real_profile_mask_expression_recovery.py	.py	8261	4d090d0c9c59ec2621ce0ddb5991d58b91072369	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/compute_real_profile_mask_expression_recovery.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0072	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/compute_real_profile_mask_fig2c_nes.py	compute_real_profile_mask_fig2c_nes.py	.py	7881	d238c837ffb66079a9512204e6639aec9813e47f	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/compute_real_profile_mask_fig2c_nes.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0073	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/compute_real_profile_mask_fig2d_nes.py	compute_real_profile_mask_fig2d_nes.py	.py	5794	c1ad0a32d49f413236cc163c29a383ba6b7c3746	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/compute_real_profile_mask_fig2d_nes.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0074	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/compute_real_profile_mask_fig2d_score.py	compute_real_profile_mask_fig2d_score.py	.py	5257	e25787cb7fe15d475fff094f12d9c7d784c703a5	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/compute_real_profile_mask_fig2d_score.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0075	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/evaluate_stage3b_simulation.py	evaluate_stage3b_simulation.py	.py	3660	6e395fafe85b2e238860cb24dc5ef30b611a120f	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/evaluate_stage3b_simulation.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0076	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/export_cell2location_stage3b_miss_diagnostics_svg.py	export_cell2location_stage3b_miss_diagnostics_svg.py	.py	3816	4c5241d5918111b063a3ae6f07080b58dbcca553	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/export_cell2location_stage3b_miss_diagnostics_svg.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0077	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/export_simulation_triptych_overview_stack_svg.py	export_simulation_triptych_overview_stack_svg.py	.py	19426	39325a23445db75683d8cc1422a6ce252210cf9f	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/export_simulation_triptych_overview_stack_svg.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0078	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/extract_xenium_panel_genes.py	extract_xenium_panel_genes.py	.py	1265	c850a1c5e3cb1f658831c7ff8d00eeade5ebdd16	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/extract_xenium_panel_genes.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0079	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/generate_adult_mouse_kidney_clustered_sim.py	generate_adult_mouse_kidney_clustered_sim.py	.py	25072	ecf07aa2b665e2cb1c0c3837722880e560e792ac	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/generate_adult_mouse_kidney_clustered_sim.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0080	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/generate_missing_type_from_sim.py	generate_missing_type_from_sim.py	.py	16149	bdf7e0d8d9e8963fe54e087f42cf104778a5e069	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/generate_missing_type_from_sim.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0081	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/generate_real_brca_clustered_sim.py	generate_real_brca_clustered_sim.py	.py	23747	f637cfcb0daef71be9dd1619315749c600eaba8d	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/generate_real_brca_clustered_sim.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0082	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/generate_sc_noise_from_processed_sim.py	generate_sc_noise_from_processed_sim.py	.py	7074	1c1f242240d5b75ee8d4ad2aefc7ac9a01ea98b6	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/generate_sc_noise_from_processed_sim.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0083	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/generate_st_only_reference_dropout_from_sim.py	generate_st_only_reference_dropout_from_sim.py	.py	7103	2662321e9db72bc976ac3f5902fec6ce3a1cc107	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/generate_st_only_reference_dropout_from_sim.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0084	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/highres_enrichment_core.py	highres_enrichment_core.py	.py	20088	e49edee903f61be7c3f441eb0a507e6cca074674	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/highres_enrichment_core.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0085	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/plot_brca_her2_joint_stage3ab_communication.py	plot_brca_her2_joint_stage3ab_communication.py	.py	16890	8ebc44aeb7ed68a9928d37e6f56d1124190f0c8d	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/plot_brca_her2_joint_stage3ab_communication.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0086	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/plot_brca_her2_joint_stage3ab_lr_hotspots.py	plot_brca_her2_joint_stage3ab_lr_hotspots.py	.py	13290	c6867636ec89b88e807078b1485971c53f6c2259	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/plot_brca_her2_joint_stage3ab_lr_hotspots.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0087	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/plot_brca_her2_joint_stage3ab_marker_interpretation.py	plot_brca_her2_joint_stage3ab_marker_interpretation.py	.py	12646	d2ead7d1eefdd3e1bc0133165280eb75840c2b0a	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/plot_brca_her2_joint_stage3ab_marker_interpretation.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0088	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/plot_brca_her2_joint_stage3ab_validation.py	plot_brca_her2_joint_stage3ab_validation.py	.py	10043	d798d02c003bac80ebc14e77e1daa5dc24502c86	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/plot_brca_her2_joint_stage3ab_validation.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
